Release Date,Season,Episode,Episode Title,Sentence,Character,word_count
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I have a certain sympathy for odd little boys.,tyrion lannister,9
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,You and Varys both.,cersei lannister,4
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Excellent lamprey pie. Were you slaving away in the kitchen all day? I hear Joffrey plans on fighting. An inspiration for the troops. The young king in his shining armor fighting to defend the capital against the wicked old rebel.,tyrion lannister,40
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,He's only a boy.,cersei lannister,4
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Younger boys are off fighting his war.,tyrion lannister,7
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,He's not ready.,cersei lannister,3
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"What is he, seventeen? Remember Jaime at seventeen?",tyrion lannister,8
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"Better than you. Some men have a gift for this sort of thing, some don't. His place is not on the battlefield.",cersei lannister,22
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"It's not on the throne, either, sadly for all of us.",tyrion lannister,11
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Do you think I'm an idiot?,cersei lannister,6
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"No, I'd say you possess above-average intelligence.",tyrion lannister,8
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,You shipped off my only daughter. And now you want to send my eldest son to the battlefield to die.,cersei lannister,20
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,He'll have his Kingsguard protecting him. He has the finest armor gold can buy. He needs to be out there. The men will fight more fiercely seeing their king fighting beside them instead of hiding behind his mother's skirts. Any dessert?,tyrion lannister,41
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Do you know why Varys is so dangerous?,cersei lannister,8
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Because he has thousands of spies in his employ. Because he knows everything we do before we do it.,tyrion lannister,19
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Because he doesn't have a cock.,cersei lannister,6
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Neither do you.,tyrion lannister,3
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"Perhaps I'm dangerous, too. You, on the other hand, are as big a fool as every other man. That little worm between your legs does half your thinking.",cersei lannister,28
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,It's not that little.,tyrion lannister,4
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Why are you smiling?,tyrion lannister,4
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Because I'm happy.,cersei lannister,3
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,And why are you happy?,tyrion lannister,5
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Because I have your little whore.,cersei lannister,6
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I thought you preferred blondes.,tyrion lannister,5
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"Such a droll little fellow. Tell me, have you married this one yet? No? Good. Father will be so pleased.",cersei lannister,20
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Why do you care who I fuck?,tyrion lannister,7
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"Because a Lannister always pays her debts. You stole my only daughter, you plot to have Joffrey killed.",cersei lannister,18
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,This is madness. Stannis will be here in days. You need me.,tyrion lannister,12
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"For what? Your skill in battle? Pretty thing, your whore. Lovely body. The bruises will heal in time.",cersei lannister,18
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Where did you find her?,tyrion lannister,5
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"Varys isn't the only one who hears whispers. Really, a Lannister lion necklace? You need to hide your secret whores more carefully.",cersei lannister,22
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,You've forgotten the most important thing about whores.,tyrion lannister,8
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"Oh? Well, you're the expert. Tell me.",cersei lannister,7
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"You don't buy them, you only rent them.",tyrion lannister,8
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"You're usually a better liar, baby brother. This one you like. You like her very much. Could it be love? Don't worry, she'll be treated gently enough. Unless Joffrey is hurt. And then every wound he suffers, she'll suffer, too. And if he dies, there isn't a man alive who could devise a more painful death for your little cunt.",cersei lannister,60
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,And how do I know you haven't killed her already?,tyrion lannister,10
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"Would you like to see her? I thought you might. Ser Mandon, bring in my brother's whore.",cersei lannister,17
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I'm sorry they hurt you. You must be brave.,tyrion lannister,9
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I promise I will free you.,tyrion lannister,6
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Don't forget me.,ros,3
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Never.,tyrion lannister,1
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"I will hurt you for this. A day will come when you think you're safe and happy, and your joy will turn to ashes in your mouth. And you will know the debt is paid.",tyrion lannister,35
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Get out.,cersei lannister,2
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Shae!,tyrion lannister,1
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I've been waiting all night. What is wrong?,shae,8
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,You're beautiful.,tyrion lannister,2
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Then why do you look sad?,shae,6
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,We have to be more careful.,tyrion lannister,6
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Don't be afraid. I can take care of myself.,shae,9
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,There are people who want to hurt me.,tyrion lannister,8
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I know. I won't let them. I'll cut off their faces. I will.,shae,13
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I would kill for you. Do you know that? I expect I'll have to before this is over. You're mine.,tyrion lannister,20
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I'm yours.,shae,2
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Promise me.,tyrion lannister,2
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I'm yours and you are mine.,shae,6
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Still no word?,robb stark,3
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,We've sent a dozen ravens. None have returned. My bastard is only a few days from Winterfell. Once he captures the castle,roose bolton,22
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Theon has my brothers. If we storm the castle,robb stark,9
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,He wouldn't dare hurt the boys. They're his only hope of escaping the North with his head.,roose bolton,17
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Send word to your son. Any Ironborn who surrender will be allowed to return safely to their homes.,robb stark,18
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"A touch of mercy is a virtue, Your Grace. Too much-",roose bolton,11
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Any Ironborn with the exception of Theon Greyjoy. He betrayed our cause. He betrayed me. And we will hunt him down no matter where he runs.,robb stark,26
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I expect his countrymen will turn on him the minute they hear the offer.,roose bolton,14
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"Your pardon, my lord. Your Grace.",talisa,6
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,My lady.,roose bolton,2
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,How are you?,talisa,3
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,How am I? I've had to arrest my mother. The Lannisters have my sisters. The man I considered my closest friend has seized my home and my brothers. I'm fighting a war and I don't know if I should march south or north.,robb stark,43
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I'm sorry. It was a stupid question. I'm sorry.,talisa,9
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,No. Forgive me. You're being kind. I have no right.,robb stark,10
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,You have every right. You're a king.,talisa,7
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,That's not the kind of king I want to be.,robb stark,10
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,What kind do you want to be?,talisa,7
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I don't know. The good kind. Most kings grew up as princes. They spend their whole lives preparing for the crown. I was raised to be Lord of Winterfell.,robb stark,29
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"I was raised to be a proper little lady, to play the harp and dance the latest steps and recite Valyrian poetry.",talisa,22
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I'd like to hear you play the harp.,robb stark,8
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"No. No, you would not.",talisa,5
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,How did you go from reciting Valyrian poetry to sawing off men's feet?,robb stark,13
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"When I was twelve, my mother and father went to a wedding. Weddings in Volantis last for days, you know. And they left me with my little brother. The second afternoon they were gone was the hottest day in the three-year summer. We couldn't bear to be inside, so we ran down to the Rhoyne. Every child in Volantis was in the Rhoyne that day. The rich, the poor, we were all there. Naked, screaming, racing to the little islands. Drummers were playing for coppers on the east bank. I was treading water, talking to a friend, when I realized I hadn't seen my brother. I called his name. Then I started screaming his name. And then I saw him floating face down. My heart just stopped. I was I dragged him from the water. My friend helped me, I think. I don't even remember. He was so little. Then we pulled him onto the riverbank. And I screamed at him and I shook him. And he was dead. Just dead. A man ran over. He had a fish tattoo on his face. In Volantis, the slaves have tattoos. So you know what they are without having to talk to them. And this man worked on a fishing boat. And he pushed me out of the way. You have to understand, for a slave to push a highborn girl, that's death for the man, a terrible death. But he pushed me out of the way, and he started pressing on my brother's chest again and again and again, until my brother spat out half of the Rhoyne and cried out. And the man cradled his head and told him to be calm. I decided two things that day. I would not waste my years planning dances and masquerades with the other noble ladies. And when I came of age, I would never live in a slave city again. I'm sorry, Your Grace. You told me of your problems and I've blathered on.",talisa,333
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I don't want to marry the Frey girl.,robb stark,8
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I don't want you to marry her. But you needed that bridge. I hope it's a very beautiful bridge.,talisa,19
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,The sour cherries was all crushed up and ready.,hot pie,9
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Shut up.,gendry baratheon,2
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"Probably in the piecrust by now. In the oven. The nice, warm oven.",hot pie,13
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Shut up. What did you bring?,arya stark,6
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Shut up. What did you bring?,yara greyjoy,6
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,The cheese could be better. I did get some nice sausages.,hot pie,11
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,What did he want us to do about those guards?,gendry baratheon,10
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"He didn't say. He just said, ""Walk through the gates.""",arya stark,10
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,What about the guards?,gendry baratheon,4
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,He didn't say anything about the guards.,arya stark,7
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"What, he left that bit out? It's a pretty important part, don't you think?",gendry baratheon,14
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,We have to trust him.,arya stark,5
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Trust him? You trusted him to fight with us when you set him free and he ran.,gendry baratheon,17
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,I want to go back to the kitchens.,hot pie,8
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Shut up. Stay here if you're afraid.,arya stark,7
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"Arry, don't.",gendry baratheon,2
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Away! Reset!,man,2
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,"If the wind holds, we'll reach King's Landing in a day.",davos,11
2012-05-20,Season 2,Episode 8,The Prince of Winterfell,Will it hold?,stannis baratheon,3
